,index,city,party_FDP_gn,seats_FDP_gn,seats_total,party_FDP_bn,seats_FDP_bn,party_CDU_gn,seats_CDU_gn,party_CDU_bn,seats_CDU_bn,party_SPD_gn,seats_SPD_gn,party_SPD_bn,seats_SPD_bn,party_Grüne_gn,seats_Grüne_gn,party_Grüne_bn,seats_Grüne_bn,party_AfD_gn,seats_AfD_gn,party_AfD_bn,seats_AfD_bn,party_Die Linke_gn,seats_Die Linke_gn,party_Die Linke_bn,seats_Die Linke_bn
1736,9,Nidderau,FDP,1,37,Grüne,3,FW,1,FDP,1,Grüne,2,CDU,5,SPD,2,CDU,4,Grüne,3,Grüne,3,Grüne,3,Grüne,3
1737,10,Nidderau,Grüne,3,37,CDU,4,CDU,7,Grüne,4,SPD,5,SPD,1,CDU,3,Grüne,3,CDU,4,CDU,4,CDU,4,CDU,4
1738,11,Nidderau,CDU,4,37,SPD,4,CDU,8,SPD,4,SPD,6,FDP,1,Grüne,6,SPD,4,SPD,4,SPD,4,SPD,4,SPD,4
1739,12,Nidderau,SPD,4,37,CDU,5,SPD,2,CDU,3,CDU,4,Grüne,5,Grüne,7,CDU,5,CDU,5,CDU,5,CDU,5,CDU,5
1740,13,Nidderau,CDU,5,37,Grüne,4,CDU,9,Grüne,5,SPD,7,CDU,6,CDU,4,SPD,5,Grüne,4,Grüne,4,Grüne,4,Grüne,4
1741,14,Nidderau,Grüne,4,37,SPD,5,Grüne,3,SPD,5,Grüne,3,Grüne,6,Grüne,8,Grüne,4,SPD,5,SPD,5,SPD,5,SPD,5
1742,15,Nidderau,SPD,5,37,CDU,6,CDU,10,FW,2,SPD,8,FW,2,SPD,3,FW,2,CDU,6,CDU,6,CDU,6,CDU,6
1743,16,Nidderau,FW,2,37,FW,2,CDU,11,Grüne,6,CDU,5,CDU,7,Grüne,9,CDU,6,FW,2,FW,2,FW,2,FW,2
1744,17,Nidderau,CDU,6,37,Grüne,5,CDU,12,CDU,4,SPD,9,Grüne,7,FW,2,FDP,1,FDP,1,FDP,1,FDP,1,FDP,1
1745,18,Nidderau,Grüne,5,37,SPD,6,Grüne,4,SPD,6,FW,2,CDU,8,CDU,5,SPD,6,Grüne,5,Grüne,5,Grüne,5,Grüne,5
1746,19,Nidderau,CDU,7,37,CDU,7,SPD,3,Grüne,7,CDU,6,Grüne,8,Grüne,10,CDU,7,CDU,7,CDU,7,CDU,7,CDU,7
1747,20,Nidderau,SPD,6,37,Grüne,6,CDU,13,SPD,7,Grüne,4,CDU,9,SPD,4,Grüne,5,SPD,6,SPD,6,SPD,6,SPD,6
1748,21,Nidderau,FDP,2,37,CDU,8,FW,2,CDU,5,SPD,10,Grüne,9,FDP,1,CDU,8,Grüne,6,Grüne,6,Grüne,6,Grüne,6
1749,22,Nidderau,Grüne,6,37,SPD,7,CDU,14,FDP,2,FDP,1,CDU,10,Grüne,11,SPD,7,CDU,8,CDU,8,CDU,8,CDU,8
1750,23,Nidderau,CDU,8,37,CDU,9,CDU,15,Grüne,8,SPD,11,FW,3,CDU,6,Grüne,6,SPD,7,SPD,7,SPD,7,SPD,7
1751,24,Nidderau,SPD,7,37,Grüne,7,Grüne,5,SPD,8,CDU,7,SPD,2,Grüne,12,FW,3,CDU,9,CDU,9,CDU,9,CDU,9
1752,25,Nidderau,FW,3,37,SPD,8,CDU,16,FW,3,SPD,12,CDU,11,Grüne,13,CDU,9,Grüne,7,Grüne,7,Grüne,7,Grüne,7
1753,26,Nidderau,Grüne,7,37,FW,3,SPD,4,Grüne,9,Grüne,5,FDP,2,CDU,7,SPD,8,FW,3,FW,3,FW,3,FW,3
1754,27,Nidderau,CDU,9,37,CDU,10,CDU,17,CDU,6,SPD,13,Grüne,10,SPD,5,CDU,10,SPD,8,SPD,8,SPD,8,SPD,8
1755,28,Nidderau,SPD,8,37,SPD,9,CDU,18,SPD,9,CDU,8,CDU,12,FW,3,Grüne,7,CDU,10,CDU,10,CDU,10,CDU,10
1756,29,Nidderau,CDU,10,37,Grüne,8,Grüne,6,Grüne,10,FW,3,Grüne,11,Grüne,14,SPD,9,Grüne,8,Grüne,8,Grüne,8,Grüne,8
1757,30,Nidderau,Grüne,8,37,CDU,11,CDU,19,SPD,10,SPD,14,CDU,13,Grüne,15,CDU,11,SPD,9,SPD,9,SPD,9,SPD,9
1758,31,Nidderau,SPD,9,37,SPD,10,FW,3,CDU,7,CDU,9,Grüne,12,CDU,8,SPD,10,CDU,11,CDU,11,CDU,11,CDU,11
1759,32,Nidderau,CDU,11,37,Grüne,9,CDU,20,FW,4,Grüne,6,FW,4,Grüne,16,Grüne,8,Grüne,9,Grüne,9,Grüne,9,Grüne,9
1760,33,Nidderau,FDP,3,37,CDU,12,SPD,5,Grüne,11,SPD,15,CDU,14,SPD,6,FW,4,SPD,10,SPD,10,SPD,10,SPD,10
1761,34,Nidderau,Grüne,9,37,FW,4,CDU,21,SPD,11,SPD,16,Grüne,13,Grüne,17,CDU,12,CDU,12,CDU,12,CDU,12,CDU,12
1762,35,Nidderau,SPD,10,37,SPD,11,Grüne,7,FDP,3,CDU,10,CDU,15,CDU,9,FDP,2,FW,4,FW,4,FW,4,FW,4
1763,36,Nidderau,FW,4,37,CDU,13,CDU,22,Grüne,12,SPD,17,SPD,3,Grüne,18,SPD,11,FDP,2,FDP,2,FDP,2,FDP,2
1764,0,Offenbach am Main,FDP,1,71,SPD,1,CDU,1,Grüne,1,SPD,1,Grüne,1,Grüne,1,SPD,1,SPD,1,SPD,1,Die Linke,1,SPD,1
1765,1,Offenbach am Main,Grüne,1,71,Grüne,1,Grüne,1,SPD,1,CDU,1,CDU,1,Grüne,2,Die Linke,1,Grüne,1,CDU,1,CDU,1,CDU,1
1766,2,Offenbach am Main,SPD,1,71,CDU,1,Die Linke,1,Die Linke,1,Grüne,1,Die Linke,1,Die Linke,1,CDU,1,CDU,1,Grüne,1,SPD,1,Grüne,1
1767,3,Offenbach am Main,Die Linke,1,71,Die Linke,1,CDU,2,FDP,1,Die Linke,1,FDP,1,CDU,1,Grüne,1,Die Linke,1,Die Linke,1,Grüne,1,FDP,1
1768,4,Offenbach am Main,CDU,1,71,SPD,2,SPD,1,Grüne,2,FDP,1,Grüne,2,Grüne,3,FDP,1,FDP,1,FDP,1,FDP,1,SPD,2
1769,5,Offenbach am Main,FDP,2,71,Grüne,2,CDU,3,SPD,2,SPD,2,CDU,2,SPD,1,SPD,2,AfD,1,SPD,2,Die Linke,2,CDU,2
1770,6,Offenbach am Main,Grüne,2,71,CDU,2,FDP,1,AfD,1,CDU,2,Die Linke,2,FDP,1,Die Linke,2,SPD,2,CDU,2,CDU,2,Grüne,2
1771,7,Offenbach am Main,SPD,2,71,AfD,1,Grüne,2,CDU,1,Grüne,2,Grüne,3,Grüne,4,CDU,2,Grüne,2,Grüne,2,SPD,2,SPD,3
1772,8,Offenbach am Main,Die Linke,2,71,Die Linke,2,Die Linke,2,Die Linke,2,Die Linke,2,AfD,1,Die Linke,2,Grüne,2,CDU,2,Die Linke,2,Grüne,2,CDU,3
1773,9,Offenbach am Main,FDP,3,71,SPD,3,CDU,4,Grüne,3,SPD,3,CDU,3,Grüne,5,AfD,1,Die Linke,2,SPD,3,Die Linke,3,FDP,2
1774,10,Offenbach am Main,CDU,2,71,Grüne,3,SPD,2,FDP,2,AfD,1,FDP,2,CDU,2,SPD,3,SPD,3,CDU,3,AfD,1,Forum Neues Offenbach,1
1775,11,Offenbach am Main,AfD,1,71,CDU,3,AfD,1,SPD,3,CDU,3,Grüne,4,AfD,1,FDP,2,Grüne,3,Grüne,3,CDU,3,FW,1
1776,12,Offenbach am Main,Grüne,3,71,SPD,4,CDU,5,Die Linke,3,FDP,2,Die Linke,3,Grüne,6,Die Linke,3,FDP,2,FDP,2,SPD,3,Grüne,3
1777,13,Offenbach am Main,SPD,3,71,Die Linke,3,Grüne,3,Grüne,4,SPD,4,CDU,4,SPD,2,CDU,3,CDU,3,Die Linke,3,FDP,2,SPD,4
1778,14,Offenbach am Main,FDP,4,71,Grüne,4,Die Linke,3,SPD,4,Grüne,3,Grüne,5,FDP,2,Forum Neues Offenbach,1,AfD,2,Forum Neues Offenbach,1,Grüne,3,CDU,4
1779,15,Offenbach am Main,Die Linke,3,71,Forum Neues Offenbach,1,CDU,6,Forum Neues Offenbach,1,Die Linke,3,Forum Neues Offenbach,1,Grüne,7,SPD,4,Die Linke,3,SPD,4,Die Linke,4,FDP,3
1780,16,Offenbach am Main,Forum Neues Offenbach,1,71,SPD,5,SPD,3,FW,1,Forum Neues Offenbach,1,Die Linke,4,Die Linke,3,FW,1,Forum Neues Offenbach,1,CDU,4,Forum Neues Offenbach,1,Junges Offenbach,1
1781,17,Offenbach am Main,CDU,3,71,CDU,4,FDP,2,FDP,3,SPD,5,FW,1,Forum Neues Offenbach,1,Grüne,3,SPD,4,Grüne,4,CDU,4,Piraten,1
1782,18,Offenbach am Main,Grüne,4,71,AfD,2,Forum Neues Offenbach,1,AfD,2,FW,1,FDP,3,Grüne,8,Die Linke,4,Grüne,4,FW,1,SPD,4,SPD,5
1783,19,Offenbach am Main,FDP,5,71,FW,1,CDU,7,Grüne,5,CDU,4,CDU,5,FW,1,FDP,3,FW,1,Die Linke,4,FW,1,CDU,5
1784,20,Offenbach am Main,FW,1,71,Die Linke,4,FW,1,CDU,2,Grüne,4,Grüne,6,CDU,3,CDU,4,CDU,4,FDP,3,Grüne,4,Grüne,4
1785,21,Offenbach am Main,SPD,4,71,Grüne,5,Grüne,4,Die Linke,4,Die Linke,4,AfD,2,Grüne,9,Junges Offenbach,1,Die Linke,4,SPD,5,Die Linke,5,SPD,6
1786,22,Offenbach am Main,Die Linke,4,71,SPD,6,Die Linke,4,SPD,5,FDP,3,Junges Offenbach,1,SPD,3,Piraten,1,FDP,3,Junges Offenbach,1,FDP,3,CDU,6
1787,23,Offenbach am Main,FDP,6,71,CDU,5,CDU,8,Junges Offenbach,1,SPD,6,Piraten,1,Die Linke,4,SPD,5,AfD,3,CDU,5,Junges Offenbach,1,FDP,4
1788,24,Offenbach am Main,Junges Offenbach,1,71,Junges Offenbach,1,SPD,4,Piraten,1,Junges Offenbach,1,Die Linke,5,FDP,3,Grüne,4,SPD,5,Piraten,1,Piraten,1,Bündnis für Innovation & Gerechtigkeit,1
1789,25,Offenbach am Main,Piraten,1,71,Piraten,1,Junges Offenbach,1,Grüne,6,Piraten,1,Grüne,7,Grüne,10,Die Linke,5,Junges Offenbach,1,Grüne,5,CDU,5,Grüne,5
1790,26,Offenbach am Main,Grüne,5,71,SPD,7,Piraten,1,FDP,4,CDU,5,CDU,6,Junges Offenbach,1,AfD,2,Piraten,1,Die Linke,5,SPD,5,SPD,7
1791,27,Offenbach am Main,CDU,4,71,Grüne,6,Grüne,5,Die Linke,5,Grüne,5,FDP,4,Piraten,1,CDU,5,Grüne,5,SPD,6,Grüne,5,CDU,7
1792,28,Offenbach am Main,SPD,5,71,Die Linke,5,CDU,9,SPD,6,SPD,7,Grüne,8,Grüne,11,SPD,6,CDU,5,CDU,6,Die Linke,6,Forum Neues Offenbach,2
1793,29,Offenbach am Main,Die Linke,5,71,CDU,6,FDP,3,Grüne,7,Die Linke,5,CDU,7,CDU,4,FDP,4,Die Linke,5,Grüne,6,AfD,2,FDP,5
1794,30,Offenbach am Main,FDP,7,71,AfD,3,Die Linke,5,AfD,3,AfD,2,Die Linke,6,AfD,2,Bündnis für Innovation & Gerechtigkeit,1,SPD,6,FDP,4,CDU,6,FW,2
1795,31,Offenbach am Main,AfD,2,71,SPD,8,AfD,2,SPD,7,CDU,6,Grüne,9,Grüne,12,Grüne,5,Grüne,6,Bündnis für Innovation & Gerechtigkeit,1,SPD,6,Grüne,6
1796,32,Offenbach am Main,Grüne,6,71,Grüne,7,CDU,10,CDU,3,FDP,4,Bündnis für Innovation & Gerechtigkeit,1,Die Linke,5,Die Linke,6,FDP,4,SPD,7,Die Linke,7,SPD,8
1797,33,Offenbach am Main,SPD,6,71,Die Linke,6,SPD,5,Die Linke,6,SPD,8,AfD,3,SPD,4,SPD,7,CDU,6,Die Linke,6,FDP,4,CDU,8
1798,34,Offenbach am Main,CDU,5,71,Bündnis für Innovation & Gerechtigkeit,1,Grüne,6,Bündnis für Innovation & Gerechtigkeit,1,Grüne,6,CDU,8,Grüne,13,CDU,6,AfD,4,CDU,7,Grüne,6,AfD,1
1799,35,Offenbach am Main,FDP,8,71,CDU,7,CDU,11,FDP,5,Bündnis für Innovation & Gerechtigkeit,1,FDP,5,FDP,4,Forum Neues Offenbach,2,Bündnis für Innovation & Gerechtigkeit,1,Grüne,7,Bündnis für Innovation & Gerechtigkeit,1,SPD,9
1800,36,Offenbach am Main,Bündnis für Innovation & Gerechtigkeit,1,71,SPD,9,Bündnis für Innovation & Gerechtigkeit,1,Grüne,8,Die Linke,6,Die Linke,7,Bündnis für Innovation & Gerechtigkeit,1,FDP,5,Die Linke,6,Forum Neues Offenbach,2,CDU,7,CDU,9
1801,37,Offenbach am Main,Die Linke,6,71,Grüne,8,Die Linke,6,SPD,8,SPD,9,Grüne,10,Grüne,14,SPD,8,SPD,7,SPD,8,Die Linke,8,Grüne,7
1802,38,Offenbach am Main,Grüne,7,71,Forum Neues Offenbach,2,CDU,12,Forum Neues Offenbach,2,CDU,7,Forum Neues Offenbach,2,CDU,5,Die Linke,7,Grüne,7,FDP,5,SPD,7,FDP,6
1803,39,Offenbach am Main,SPD,7,71,SPD,10,SPD,6,Die Linke,7,Grüne,7,CDU,9,Die Linke,6,FW,2,Forum Neues Offenbach,2,CDU,8,Grüne,7,Junges Offenbach,2
1804,40,Offenbach am Main,FDP,9,71,CDU,8,Grüne,7,Grüne,9,Forum Neues Offenbach,2,Grüne,11,Grüne,15,CDU,7,CDU,7,Die Linke,7,Forum Neues Offenbach,2,Piraten,2
1805,41,Offenbach am Main,Forum Neues Offenbach,2,71,Die Linke,7,FDP,4,FW,2,FDP,5,Die Linke,8,SPD,5,Grüne,6,SPD,8,Grüne,8,FDP,5,SPD,10
1806,42,Offenbach am Main,CDU,6,71,AfD,4,Forum Neues Offenbach,2,FDP,6,SPD,10,FW,2,Forum Neues Offenbach,2,AfD,3,FDP,5,FW,2,Die Linke,9,CDU,10
1807,43,Offenbach am Main,Die Linke,7,71,FW,2,CDU,13,SPD,9,Die Linke,7,FDP,6,Grüne,16,SPD,9,Die Linke,7,SPD,9,CDU,8,Grüne,8
1808,44,Offenbach am Main,Grüne,8,71,Grüne,9,Die Linke,7,AfD,4,FW,2,CDU,10,FDP,5,Die Linke,8,Grüne,8,CDU,9,SPD,8,FDP,7
1809,45,Offenbach am Main,FDP,10,71,SPD,11,CDU,14,Grüne,10,CDU,8,Grüne,12,FW,2,FDP,6,AfD,5,Grüne,9,FW,2,Forum Neues Offenbach,3
1810,46,Offenbach am Main,FW,2,71,CDU,9,SPD,7,CDU,4,Grüne,8,AfD,4,Die Linke,7,CDU,8,FW,2,Die Linke,8,Grüne,8,SPD,11
1811,47,Offenbach am Main,SPD,8,71,Die Linke,8,FW,2,Die Linke,8,SPD,11,Die Linke,9,CDU,6,Grüne,7,CDU,8,FDP,6,AfD,3,CDU,11
1812,48,Offenbach am Main,AfD,3,71,Grüne,10,Grüne,8,SPD,10,AfD,3,Grüne,13,Grüne,17,Junges Offenbach,2,SPD,9,SPD,10,Die Linke,10,FW,3
1813,49,Offenbach am Main,CDU,7,71,SPD,12,AfD,3,Grüne,11,Die Linke,8,CDU,11,AfD,3,Piraten,2,Grüne,9,Junges Offenbach,2,CDU,9,Grüne,9
1814,50,Offenbach am Main,Die Linke,8,71,CDU,10,CDU,15,FDP,7,CDU,9,Junges Offenbach,2,Grüne,18,SPD,10,Die Linke,8,CDU,10,SPD,9,SPD,12
1815,51,Offenbach am Main,FDP,11,71,AfD,5,Die Linke,8,Junges Offenbach,2,FDP,6,Piraten,2,SPD,6,Die Linke,9,FDP,6,Piraten,2,FDP,6,CDU,12
1816,52,Offenbach am Main,Grüne,9,71,Junges Offenbach,2,FDP,5,Piraten,2,SPD,12,FDP,7,Grüne,19,CDU,9,CDU,9,Grüne,10,Grüne,9,FDP,8
1817,53,Offenbach am Main,SPD,9,71,Piraten,2,Grüne,9,Die Linke,9,Grüne,9,Die Linke,10,Die Linke,8,FDP,7,AfD,6,Die Linke,9,Die Linke,11,Bündnis für Innovation & Gerechtigkeit,2
1818,54,Offenbach am Main,FDP,12,71,Die Linke,9,CDU,16,SPD,11,Junges Offenbach,2,Grüne,14,CDU,7,Grüne,8,SPD,10,SPD,11,Junges Offenbach,2,SPD,13
1819,55,Offenbach am Main,Junges Offenbach,2,71,SPD,13,SPD,8,Grüne,12,Piraten,2,CDU,12,FDP,6,SPD,11,Junges Offenbach,2,CDU,11,Piraten,2,CDU,13
1820,56,Offenbach am Main,Piraten,2,71,Grüne,11,Junges Offenbach,2,AfD,5,Die Linke,9,Grüne,15,Grüne,20,Forum Neues Offenbach,3,Piraten,2,FDP,7,CDU,10,Grüne,10
1821,57,Offenbach am Main,Die Linke,9,71,CDU,11,Piraten,2,CDU,5,SPD,13,AfD,5,Junges Offenbach,2,Die Linke,10,Grüne,10,Grüne,11,SPD,10,FDP,9
1822,58,Offenbach am Main,Grüne,10,71,SPD,14,CDU,17,FDP,8,CDU,10,Die Linke,11,Piraten,2,AfD,4,Die Linke,9,Forum Neues Offenbach,3,Grüne,10,SPD,14
1823,59,Offenbach am Main,CDU,8,71,Grüne,12,Die Linke,9,Die Linke,10,Grüne,10,Forum Neues Offenbach,3,Grüne,21,CDU,10,SPD,11,Die Linke,10,Die Linke,12,CDU,14
1824,60,Offenbach am Main,SPD,10,71,Die Linke,10,Grüne,10,SPD,12,FDP,7,FDP,8,SPD,7,SPD,12,CDU,10,SPD,12,FDP,7,Junges Offenbach,3
1825,61,Offenbach am Main,FDP,13,71,Forum Neues Offenbach,3,CDU,18,Forum Neues Offenbach,3,SPD,14,CDU,13,Die Linke,9,FW,3,Grüne,11,CDU,12,CDU,11,Piraten,3
1826,62,Offenbach am Main,Grüne,11,71,SPD,15,SPD,9,Grüne,13,Die Linke,10,Grüne,16,Grüne,22,Grüne,9,FDP,7,Grüne,12,SPD,11,Forum Neues Offenbach,4
1827,63,Offenbach am Main,Die Linke,10,71,CDU,12,CDU,19,SPD,13,Forum Neues Offenbach,3,CDU,14,CDU,8,FDP,8,Forum Neues Offenbach,3,FW,3,Forum Neues Offenbach,3,Grüne,11
1828,64,Offenbach am Main,Forum Neues Offenbach,3,71,AfD,6,FDP,6,Die Linke,11,CDU,11,Die Linke,12,Forum Neues Offenbach,3,Die Linke,11,Die Linke,10,SPD,13,Die Linke,13,SPD,15
1829,65,Offenbach am Main,SPD,11,71,Grüne,13,Forum Neues Offenbach,3,Grüne,14,Grüne,11,FW,3,Grüne,23,CDU,11,AfD,7,Die Linke,11,Grüne,11,CDU,15
1830,66,Offenbach am Main,FDP,14,71,Die Linke,11,Die Linke,10,FW,3,SPD,15,Grüne,17,FDP,7,SPD,13,SPD,12,FDP,8,AfD,4,FDP,10
1831,67,Offenbach am Main,CDU,9,71,SPD,16,Grüne,11,FDP,9,AfD,4,FDP,9,AfD,4,Bündnis für Innovation & Gerechtigkeit,2,CDU,11,CDU,13,CDU,12,FW,4
1832,68,Offenbach am Main,AfD,4,71,FW,3,AfD,4,AfD,6,Die Linke,11,CDU,15,Grüne,24,Grüne,10,Grüne,12,Grüne,13,SPD,12,Grüne,12
1833,69,Offenbach am Main,Grüne,12,71,CDU,13,CDU,20,SPD,14,FW,3,Grüne,18,Die Linke,10,Die Linke,12,FW,3,Bündnis für Innovation & Gerechtigkeit,2,FW,3,SPD,16
1834,70,Offenbach am Main,FDP,15,71,Grüne,14,SPD,10,Grüne,15,CDU,12,Die Linke,13,SPD,8,FDP,9,Die Linke,11,SPD,14,Die Linke,14,CDU,16
1835,0,Pohlheim,CDU,1,37,CDU,1,CDU,1,SPD,1,SPD,1,CDU,1,Grüne,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1
1836,1,Pohlheim,SPD,1,37,SPD,1,CDU,2,Grüne,1,CDU,1,Grüne,1,CDU,1,SPD,1,SPD,1,SPD,1,SPD,1,SPD,1
1837,2,Pohlheim,Grüne,1,37,Grüne,1,SPD,1,FW,1,SPD,2,CDU,2,SPD,1,FW,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1
1838,3,Pohlheim,FDP,1,37,CDU,2,CDU,3,CDU,1,FW,1,FW,1,FW,1,CDU,2,CDU,2,CDU,2,CDU,2,CDU,2
1839,4,Pohlheim,FW,1,37,SPD,2,Grüne,1,SPD,2,CDU,2,Grüne,2,Grüne,2,SPD,2,FW,1,FW,1,FW,1,FW,1
1840,5,Pohlheim,CDU,2,37,FW,1,FW,1,FDP,1,SPD,3,CDU,3,CDU,2,Grüne,1,SPD,2,SPD,2,SPD,2,SPD,2
1841,6,Pohlheim,SPD,2,37,CDU,3,CDU,4,Grüne,2,Grüne,1,FDP,1,SPD,2,CDU,3,CDU,3,CDU,3,CDU,3,CDU,3
1842,7,Pohlheim,CDU,3,37,SPD,3,SPD,2,SPD,3,SPD,4,CDU,4,Grüne,3,FDP,1,FDP,1,FDP,1,FDP,1,FDP,1
1843,8,Pohlheim,SPD,3,37,Grüne,2,CDU,5,FW,2,CDU,3,Grüne,3,CDU,3,SPD,3,SPD,3,SPD,3,SPD,3,SPD,3
1844,9,Pohlheim,Grüne,2,37,CDU,4,CDU,6,Grüne,3,FDP,1,FW,2,FDP,1,FW,2,Grüne,2,Grüne,2,Grüne,2,Grüne,2
1845,10,Pohlheim,FDP,2,37,SPD,4,Grüne,2,CDU,2,SPD,5,CDU,5,SPD,3,CDU,4,CDU,4,CDU,4,CDU,4,CDU,4
1846,11,Pohlheim,FW,2,37,FW,2,CDU,7,SPD,4,FW,2,Grüne,4,FW,2,SPD,4,FW,2,FW,2,FW,2,FW,2
1847,12,Pohlheim,CDU,4,37,CDU,5,FW,2,FDP,2,CDU,4,CDU,6,Grüne,4,Grüne,2,SPD,4,SPD,4,SPD,4,SPD,4
1848,13,Pohlheim,SPD,4,37,Grüne,3,SPD,3,SPD,5,SPD,6,FDP,2,CDU,4,CDU,5,CDU,5,CDU,5,CDU,5,CDU,5
1849,14,Pohlheim,CDU,5,37,SPD,5,CDU,8,Grüne,4,Grüne,2,Grüne,5,Grüne,5,SPD,5,Grüne,3,Grüne,3,Grüne,3,Grüne,3
1850,15,Pohlheim,Grüne,3,37,CDU,6,FDP,1,FW,3,SPD,7,FW,3,CDU,5,FW,3,SPD,5,SPD,5,SPD,5,SPD,5
1851,16,Pohlheim,SPD,5,37,SPD,6,CDU,9,CDU,3,CDU,5,CDU,7,SPD,4,CDU,6,CDU,6,CDU,6,CDU,6,CDU,6
1852,17,Pohlheim,FDP,3,37,FW,3,Grüne,3,SPD,6,SPD,8,SPD,1,FW,3,FDP,2,FW,3,FW,3,FW,3,FW,3
1853,18,Pohlheim,FW,3,37,CDU,7,SPD,4,Grüne,5,FW,3,CDU,8,Grüne,6,SPD,6,FDP,2,FDP,2,FDP,2,FDP,2
1854,19,Pohlheim,CDU,6,37,Grüne,4,CDU,10,FDP,3,CDU,6,Grüne,6,CDU,6,Grüne,3,CDU,7,CDU,7,CDU,7,CDU,7
1855,20,Pohlheim,SPD,6,37,SPD,7,FW,3,SPD,7,SPD,9,CDU,9,FDP,2,CDU,7,SPD,6,SPD,6,SPD,6,SPD,6
1856,21,Pohlheim,CDU,7,37,CDU,8,CDU,11,FW,4,FDP,2,FW,4,SPD,5,FW,4,Grüne,4,Grüne,4,Grüne,4,Grüne,4
1857,22,Pohlheim,Grüne,4,37,SPD,8,CDU,12,Grüne,6,SPD,10,FDP,3,Grüne,7,SPD,7,CDU,8,CDU,8,CDU,8,CDU,8
1858,23,Pohlheim,FDP,4,37,FW,4,SPD,5,CDU,4,Grüne,3,Grüne,7,CDU,7,CDU,8,SPD,7,SPD,7,SPD,7,SPD,7
1859,24,Pohlheim,SPD,7,37,Grüne,5,CDU,13,SPD,8,CDU,7,CDU,10,SPD,6,SPD,8,FW,4,FW,4,FW,4,FW,4
1860,25,Pohlheim,FW,4,37,CDU,9,Grüne,4,SPD,9,SPD,11,CDU,11,FW,4,CDU,9,CDU,9,CDU,9,CDU,9,CDU,9
1861,26,Pohlheim,CDU,8,37,SPD,9,CDU,14,Grüne,7,FW,4,Grüne,8,Grüne,8,Grüne,4,Grüne,5,Grüne,5,Grüne,5,Grüne,5
1862,27,Pohlheim,Grüne,5,37,CDU,10,FW,4,FDP,4,CDU,8,FW,5,CDU,8,FDP,3,SPD,8,SPD,8,SPD,8,SPD,8
1863,28,Pohlheim,SPD,8,37,Grüne,6,SPD,6,FW,5,SPD,12,CDU,12,Grüne,9,FW,5,FDP,3,FDP,3,FDP,3,FDP,3
1864,29,Pohlheim,CDU,9,37,SPD,10,CDU,15,CDU,5,SPD,13,Grüne,9,SPD,7,CDU,10,CDU,10,CDU,10,CDU,10,CDU,10
1865,30,Pohlheim,FDP,5,37,FW,5,CDU,16,SPD,10,CDU,9,FDP,4,CDU,9,SPD,9,SPD,9,SPD,9,SPD,9,SPD,9
1866,31,Pohlheim,FW,5,37,CDU,11,FDP,2,Grüne,8,Grüne,4,CDU,13,FDP,3,CDU,11,FW,5,FW,5,FW,5,FW,5
1867,32,Pohlheim,CDU,10,37,SPD,11,Grüne,5,SPD,11,FDP,3,Grüne,10,FW,5,SPD,10,CDU,11,CDU,11,CDU,11,CDU,11
1868,33,Pohlheim,SPD,9,37,CDU,12,CDU,17,FW,6,SPD,14,FW,6,Grüne,10,Grüne,5,Grüne,6,Grüne,6,Grüne,6,Grüne,6
1869,34,Pohlheim,Grüne,6,37,Grüne,7,SPD,7,FDP,5,FW,5,CDU,14,CDU,10,FW,6,SPD,10,SPD,10,SPD,10,SPD,10
1870,35,Pohlheim,CDU,11,37,SPD,12,FW,5,Grüne,9,CDU,10,CDU,15,SPD,8,CDU,12,CDU,12,CDU,12,CDU,12,CDU,12
1871,36,Pohlheim,SPD,10,37,FW,6,CDU,18,CDU,6,SPD,15,SPD,2,Grüne,11,FDP,4,FW,6,FW,6,FW,6,FW,6
1872,0,Riedstadt,CDU,1,37,CDU,1,CDU,1,SPD,1,SPD,1,CDU,1,Grüne,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1
1873,1,Riedstadt,SPD,1,37,SPD,1,CDU,2,CDU,1,CDU,1,Grüne,1,CDU,1,SPD,1,SPD,1,SPD,1,SPD,1,SPD,1
1874,2,Riedstadt,Grüne,1,37,Grüne,1,CDU,3,Grüne,1,SPD,2,CDU,2,SPD,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1
1875,3,Riedstadt,CDU,2,37,CDU,2,SPD,1,SPD,2,SPD,3,Grüne,2,Grüne,2,CDU,2,CDU,2,CDU,2,Die Linke,1,CDU,2
1876,4,Riedstadt,SPD,2,37,SPD,2,Grüne,1,CDU,2,CDU,2,Die Linke,1,Grüne,3,SPD,2,SPD,2,SPD,2,CDU,2,SPD,2
1877,5,Riedstadt,BfR,1,37,BfR,1,CDU,4,BfR,1,Grüne,1,CDU,3,CDU,2,BfR,1,BfR,1,BfR,1,SPD,2,BfR,1
1878,6,Riedstadt,CDU,3,37,CDU,3,CDU,5,Die Linke,1,SPD,4,BfR,1,BfR,1,CDU,3,Die Linke,1,CDU,3,BfR,1,CDU,3
1879,7,Riedstadt,Die Linke,1,37,Die Linke,1,BfR,1,Grüne,2,BfR,1,SPD,1,SPD,2,Die Linke,1,CDU,3,Die Linke,1,CDU,3,SPD,3
